sample,condition
Mmus_C57-6CR_LVR_FLT_Rep1_F58,FLT
Mmus_C57-6CR_LVR_FLT_Rep2_F64,FLT
Mmus_C57-6CR_LVR_GC_Rep1_G40,GC
Mmus_C57-6CR_LVR_GC_Rep2_G44,GC
Mmus_C57-6CR_LVR_VIV_Rep1_V14,VIV
Mmus_C57-6CR_LVR_VIV_Rep2_V9,VIV
