sample,condition
Mmus_C57-6J_LVR_DI_1y_Rep1,DI_1y
Mmus_C57-6J_LVR_DI_1y_Rep2,DI_1y
Mmus_C57-6J_LVR_DI_1y_Rep3,DI_1y
Mmus_C57-6J_LVR_LN2_1y_Rep1,LN2_1y
Mmus_C57-6J_LVR_LN2_1y_Rep2,LN2_1y
Mmus_C57-6J_LVR_LN2_1y_Rep3,LN2_1y
Mmus_C57-6J_LVR_LN2_3d_Rep1,LN2_3d
Mmus_C57-6J_LVR_LN2_3d_Rep2,LN2_3d
Mmus_C57-6J_LVR_LN2_3d_Rep3,LN2_3d
